Replace,WordStr
头脑,思维
头脑,脑筋
头角峥嵘,高人一等
头重脚轻,虎头蛇尾
头陀,梵衲
头领,首级头目
夷易,平易
夷狄,蛮夷
夷由,犹豫
夸大,夸张
夸大,强调
夸大其词,言过其实
夸大其词,过甚其辞
夸夸其谈,纸上谈兵
夸奖,嘉勉
夸奖,嘉奖
夸奖,奖赏
夸奖,称赞
夸姣,美好
夸张,夸大
夸耀,炫耀
夸诞,浮夸
夸赞,夸奖
夹克,茄克
夹击,夹攻
夹杂,同化
夹杂,搀杂
夹肢窝,胳肢窝
夺取,争取
夺取,攫取
夺取,牟取
夺取,篡夺
夺得冠军,独占鳌头
夺目,精明
夺目,耀眼
夺目,醒目
夺职,免职
奄奄一息,岌岌可危
奇丽,秀丽
奇人,怪杰
奇妙,奇奥
奇妙,奥妙
奇妙,巧妙
奇峰林立,奇峰罗列
奇幻,奇异
奇异,奇怪
奇异,奇特
奇怪,奇异
奇怪,希奇
奇怪,新鲜
奇文瑰句,废话连篇
奇特,奇异
奇特,独特
奇策,妙计
奇策,空城计
奇花异草,奇树异草
奇观,神奇景观
奇货可居,囤积居奇
奇迹,奇观
奇迹,神奇
奈何,何如
奈何,若何怎样
奉上,送上
奉公守法,安分守己
奉养,伺候
奉养,侍奉
奉养,服侍
奉养,赡养
奉劝,劝告
奉劝,劝说
奉劝,规劝
奉告,告诉
奉命,受命
奉命,衔命
奉承,阿谀
奉献,贡献
奉行故事,遵守习惯
奉迎,凑趣儿
奉还,归还
奉送,赠给
奉送,赠送
奉送,馈赠
奉送,馈送
奉送,馈遗
奋不顾身,不屈不挠
奋不顾身,贪生怕死
奋勇争先,奋勇当先
奋勇当先,一马当先
奋勇当先,奋勇争先
奋发,发奋
奋发,振奋
奋发,高昂
奋发图强,奋发向上
奋发图强,奋发蹈厉
奋发图强,自暴自弃
奋发图强,蹈厉奋发
奋发蹈厉,奋发图强
奋发蹈厉,奋发自强
奋斗,斗争
奋起直追,急起直追
奋起直追,踌躇不前
奋起直追,迎头赶上
奏乐,吹打
奏效,见效
奏琴,弹琴
奔忙,奔波
奔忙,奔走
奔放,豪放
奔波,奔走
奔流,奔腾
奔腾,奔跑
奔腾,飞跃
奔走,奔忙
奔走,奔波
奔走,驰驱
奔走,驱驰
奔跑,奔驰
奔驰,奔腾
奔驰,奔跑
奕棋,对奕
奖励,嘉奖
奖惩,赏罚
奚落,挖苦
奠基,奠定
奠定,奠基
奢侈,奢靡
奢侈,朴素
奢侈,豪侈
奢华,豪华
奢求,苛求
奢糜,奢靡
奢靡,奢侈
奢靡,奢糜
奥妙,奇妙
奥妙,微妙
奥秘,奥妙
女中丈夫,女中豪杰
女中丈夫,巾帼英雄
女中豪杰,女中丈夫
女中豪杰,巾帼须眉
女乐,歌女
女优,女伶
女伶,女优
女侍,女婢
女儿态,脂粉气
女士,密斯
女婢,女侍
女子,男子
女强人,铁娘子
奴仆,仆众
奴婢,奴仆
奴才,主子
奴视,卑视
奴颜婢膝,卑躬屈膝
奴颜媚骨,卑躬屈膝
奶名,小名
奸刁,奸狡
奸商,市侩
奸巧,巧诈
奸徒,奸棍
奸棍,奸徒
奸淫,奸通奸骗
奸淫,奸骗
奸滑,刁猾
奸狡,奸猾
奸笑,狞笑
奸诈,奸巧
奸诈,奸滑
奸诈,狡猾
奸骗,奸淫
奼女,少女
奼紫嫣红,万紫千红
好不容易,十分困难
好久,很久
好久,良久
好事,功德
好事,坏事
好于,好过
好人,坏人
好人,大好人
好人难做,善门难开
好似,宛如彷佛
好似,恰似
好像,仿佛
好像,似乎
好像,如同
好像,彷佛
好友,密友
好友,石友
好友,老友
好受,难受
好吃懒做,好逸恶劳
好听,难听
好坏,利害
好坏,黑白
好处,优点
好处,利益
好处,益处
好多,很多多少
好天,晴天
好奇,猎奇
好学,勤学
好心,好意
好景不常,昙花一现
好本领,好身手
好梦,美梦
好比,比如
好汉,英雄
好汉,豪杰
好汉,铁汉
好生之德,慈悲心肠
好看,悦目
好看,美观
好看,都雅
好笑,可笑
好管闲事,多事生非
好菜,佳肴
好话,坏话
好身手,好本领
好转,恶化
好逸恶劳,吊儿郎当
好逸恶劳,好吃懒做
好高务远,好高骛远
好高骛远,好高务远
好高鹜远,脚踏实地
如下,以下
如丧考妣,如失父母
如之奈何,如何是好
如今,现在
如何,若何
如何是好,如之奈何
如兄如弟,情同手足
如出一辙,千篇一律
如同,好像
如同,犹如
如坐针毡,坐立不安
如坐针毡,芒刺在背
如失父母,如丧考妣
如实,照实
如影随行,形影不离
如拾草芥,俯拾地芥
如数家珍,一五一十
如斯,如此
如日方升,江河日下
如日方升,蒸蒸日上
如有,若有
如果,假如
如果,若是
如梦初醒,恍然大悟
如此,如斯
如法泡制,照猫画虎
如法炮制,依样画葫芦
如狼似虎,凶神恶煞
如约,履约
如约,践约
如胶似漆,水乳交融
如胶似漆,胶漆相投
如获至宝,大喜过望
如许,多么
如许,这样
如醉如痴,自我陶醉
如雷灌耳,如雷贯耳
如雷贯耳,如雷灌耳
如饥似渴,迫不及待
如鱼得水,瓮中之鳖
妄图,企图
妄图,妄想
妄想,妄图
妄自菲薄,妄自尊大
妄言,妄语
妄语,妄言
妆奁,嫁妆
妆束,装束
妇孺皆知,家喻户晓
妇检,妇科体检
妇科体检,妇检
妇科疾病,妇科病
妇科病,妇科疾病
妊妇,孕妇
妊娠,怀胎
妍媸,美丑
妒忌,吃醋
妒忌,嫉妒
妓院,倡寮
妖冶,明媚
妖怪,魔鬼
妖装,盛饰
妖言惑众,诡辞欺世
妙不可言,妙趣横生
妙想天开,胡思乱想
妙手,好手
妙手,高手
妙手回春,药到回春
妙手回春,药到病除
妙技,技术手段
妙策,巧计
妙简,妙选
妙算,奇谋
妙算,神算
妙计,奇策
妙语,趣话
妙语如珠,妙语连珠
妙语横生,谈笑风生
妙语连珠,妙语如珠
妙语连珠,妙语解颐
妙选,妙简
妙闻,趣闻
妙龄少女,二八佳人
妥协,让步
妥善,妥帖
妥善,妥当
妥帖,妥当
妥当,妥善
妥当,安妥
妥当,稳健
妥当,稳当
妥贴,就绪妥当
妨害,妨碍
妨害,波折
妨碍,妨害
妨碍,故障
妨碍,阻碍
妩媚,娇媚
妹妹,mm
妻子,老婆
始祖,鼻祖
始终,一直
始终如一,持之以恒
姑且,权且
姑妄听之,姑妄言之
姑妄言之,姑妄听之
姑息,迁就
姑息养奸,养虎遗患
姑苏,苏州
委决不下,难以决断
委婉,委宛
委宛,宛转
委屈,冤枉
委托,拜托
委曲,勉强
委曲,始末
委曲,委屈
委曲,屈身
委曲求全,含垢忍辱
委曲求全,逆来顺受
委果,委的
委罪,诿罪
委谢,萎谢
委过,诿过
委靡,萎靡
委靡,颓废
委顿,疲劳
姗姗来迟,捷足先登
姣美,姣好
姨妈,阿姨
姹紫嫣红,万紫千红
姿势,姿式
姿势,姿态
姿式,姿势
姿态,姿势
威信,威望
威吓,恐吓
威德兼施,宽猛相济
威德兼施,恩威并用
威望,声威
威望,声望
威望,威信
威武不屈,坚毅不拔
威胁,威逼
威胁,要挟
威逼,威胁
威风凛凛,气势汹汹
威风凛凛,气势
娇媚,妩媚
娇嫩,柔嫩
娇小玲珑,小巧玲珑
娇生惯养,养尊处优
娇纵,骄纵
娇羞答答,羞人答答
娇艳,鲜艳
娓娓动听,绘声绘色
娓娓而谈,侃侃而谈
娘家,外家
娘舅,母舅
娘舅,舅舅
娟秀,清秀
娱乐,文娱
娱乐圈,娱乐界
娱乐界,娱乐圈
娴熟,纯熟
娴静,文静
娶妻,授室
娶妾,纳宠
婉言,直言
婉转,委婉
婉转,悠扬
婚事,亲事
婢女,使女
婢女,女仆
婢女,梅香
媒人,伐柯人
媒人,媒妁
媒介,前言
媒介,序言
媒妁,媒人
媒婆,牙婆
媚惑,狐媚
媚谄,取悦
媚骨,傲骨
媾和,宣战
媾和,议和
媾和,讲和
嫁奁,嫁妆
嫁妆,嫁奁
嫁祸,移祸
嫁祸于人,以邻为壑
嫁祸他人,以邻为壑
嫁装,嫁妆
嫉妒,妒忌
嫌弃,厌弃
嫖妓,冶游
嫡,明日
嫡亲,至亲
嫡亲,近亲
嫡妻,发妻
嫡系,嫡派
嫡系,直系
嬉戏,游玩
嬉皮笑脸,喜笑颜开
嬉笑,恼怒
孀居,寡居
子夜,半夜
子女,后代
子实,籽实
子弟,后辈
子弹,枪弹
子息,后世昆裔
子棉,籽棉
子粒,籽粒
子细,仔细
子虚乌有,化为乌有
子音,辅音
孑然一身,形单影只
孑然一身,成群结队
孑立,孤单
孑遗,余存
孓然一身,形影相吊
孔教,儒教
孔方兄,阿堵物
孔武有力,力大无穷
孕妇,妊妇
孕育发生,产生
字斟句酌,精益求精
字画,书画
字谜,灯谜
字迹,笔迹
存亡,生死
存心,居心
存心,故意
存放,寄存
存案,备案
存眷,关注
存身,藏身安身
孜孜,孳孳
孝子,逆子
孝敬,孝顺
孝敬,贡献
孝服,凶服
孝顺,孝敬
孢子,胞子
季世,末世
季候,季节
季候,时令
季子,幼子
季节,季候
季节,时节
孤介,孤僻
孤伶伶,孤零零
孤傲,孤独
孤僻,孤介
孤军奋战,同仇敌忾
孤单,孑立
孤单,孤独
孤家寡人,孤苦伶仃
孤拐脸,孤拐面
孤拐面,孤拐脸
孤本,秘本
孤注一掷,背注一掷
孤独,伶仃
孤独,孤傲
孤独,孤单
孤独,孤苦
孤立无援,孤掌难鸣
孤芳自赏,自命不凡
孤芳自赏,顾影自怜
孤苦,伶丁
孤苦伶仃,举目无亲
孤苦伶仃,举目无亲孤芳自赏
孤苦伶仃,孤家寡人
孤苦伶仃,离群索居
孤苦伶仃,顾影自怜
孤苦伶仃,鳏寡孤独
孤负,辜负
孤陋寡闻,目光如豆
孤零零,孤伶伶
学习,进修
学堂,书院
学堂,私塾
学富五车,才当曹斗
学富五车,才高八斗
学富五车,立地书橱
学校,黉舍
学生,先生
学识,学问
学费,膏火
孱弱,羸弱
孳孳,孜孜
孳孳不息,勤学不辍
孳生,繁殖
孺慕,渴念
宁为玉碎，不为瓦全,宁死不屈
宁当玉碎,宁死不屈
宁愿,宁肯
宁愿,情愿
宁愿,甘愿
宁死不屈,宁当玉碎
宁肯,宁可
宁静,和平
宁静,安全
宁静,安好
宁静,安详
宁静,安适
宁静,安静
宅兆,坟墓
宅券,房契
宅忧,居丧
宅忧,居忧
宇量,气量
守业,创业
守信,取信
守兵,戍卒
守分,守拙
守势,攻势
守卫,保卫
守卫,守御
守口如瓶,缄舌闭口
守口如瓶,讳莫如深
守拙,守分
守旧,保守
守望相助,同舟共济
守株待兔,刻舟求剑
守正不阿,正直无私
守法,违法
守法,遵法
守约,违约
守财奴,吝啬鬼
守财奴,败家子
守身如玉,洁身自爱
安不忘危,居安思危
安乐,安泰
安产,顺产
安全,平安
安分守己,乐天知命
安分守己,安守故常
安分守己,循规蹈矩
安分守己,规行矩步
安分守纪,循规蹈矩
安在,何在
安如,安若
安如磐石,安如泰山
安妥,稳妥
安宁,安定
安宁,平和平静
安宁,舒适
安守故常,安分守己
安定,安宁
安定,安谧
安定,安靖
安定,平定
安定,清闲
安家立业,成家立业
安居乐业,安身立命
安息,安眠
安慰,抚慰
安抚,抚慰
安排,布置
安排,支配
安排,放置
安放,安置
安枕无忧,高枕无忧
安歇,安息
安步当车,缓步徐行
安泰,安乐
安然无恙,平安无事
安眠,安息
安稳,平稳
安置,安装
安置,安设
安置,安顿
安若,安如
安若泰山,十拿九稳
安营,扎营
安葬,埋葬
安装,装置
安谧,静谧
安身立命,安居乐业
安适,安逸
安适,安闲
安逸,安适
安逸,安闲
安逸,闲适
安闲,安适
安闲,清闲
安静,宁静
安静,恬静
安顿,安排
安顿,安放
安顿,安置
宋代,宋朝
宋朝,宋代
完全,完整
完善,完美
完场,拆档
完备,完整
完备,齐备
完好,无缺
完好,残缺
完婚,结婚
完工,竣工
完工,落成
完整,完全
完整,完好
完整无缺,完好无损
完毕,终了
完满,完美
完满,美满
完璧归赵,物归原主
完稿,脱稿
完结,结束
完美,完善
完美,完满
完美无缺,十全十美
完美无缺,白璧无瑕
完蛋,垮台
宏亮,洪亮
宏伟,雄伟
宏儒硕学,博学多才
宏图,雄图
宏大,宏壮
宏大,巨大
宏大,庞大
宏大,弘大
宏大,远大
宏愿,弘愿
宏扬,弘扬
宏旨,弘旨
宏观,微观
宏论,弘论
宓羲,伏羲
宓羲,庖羲
宗子,长子
宗旨,主旨
官价,公价
官僚,权要
官厅,官署
官司,讼事
官吏,仕宦
官场,宦海
官样文章,例行公事
官署,官厅
定义,界说
定亲,订婚
定价,订价
定例,定规
定则,定章
定单,订单
定名,命名
定命,天命
定命,定数
定夺,决计
定夺,决议确定
定婚,订婚
定居,假寓
定户,订户
定数,定命
定时,准时
定时,守时
定时,按时
定期,按期
定期,活期
定章,定则
定罪,入罪
定罪,科罪
定胜败,分高下
定规,定例
定货,订货
定都,建都
定阅,订阅
宛在目前,栩栩如生
宛如,好像
宛若,仿佛
宛转,含蓄
宛转,委宛
宜人,恼人
宝塔,浮图
宝塔,浮屠
宝物,宝贝
宝穴,铜山
宝缄,大札
宝贝,宝物
宝贝,法宝
宝贝,瑰宝
宝贵,名贵
宝贵,珍贵
宝贵,贵重
实习,练习
实事求是,脚踏实地
实事求是,量力而行
实在,其实
实在,真实
实施,实行
实施,施行
实时,及时
实物,什物
实现,完成
实用,适用
实行,实施
实行,实验
实行,执行
实词,虚词
实话,假话
实话,真话
实质,本色
实质,本质
实践,理论
实际,实践
实际,现实
实验,实行
实验,尝试
实验,试验
宠任,宠信
宠信,宠任
宠儿,骄子
宠姬,爱妾
宠爱,溺爱
宠辱祸福,生杀与夺
审判,审讯
审定,核定
审察,打量
审察,端相
审慎,谨慎
审视,审阅
审讯,审判
审讯,审问
审问,鞠问
审阅,核阅
客人,主人
客厅,客堂
客堂,客厅
客官,客长
客居,旅居
客岁,去年
客岁,旧年
客气,客套
客气,虚心
客长,客官
客队,主队
宣传,宣扬
宣告,宣布
宣布,公布
宣布,宣告
宣布,颁布发表
宣扬,宣传
宣扬,张扬
宣扬,鼓动宣传
宣扬,鼓吹
宣称,传播鼓吹
宣称,声称
室如悬磬,家徒壁立
室迩人遐,人去楼空
宦官,太监
宦途,仕途
宫庭,宫廷
宫廷,宫庭
宰割,分割
宰衡,首相
害人不浅,贻害不浅
害处,坏处
害怕,惧怕
害怕,畏惧
害羞,害臊
害臊,怕羞
害虫,益虫
害鸟,益鸟
宴客,请客
家世,门第
家乡,故乡
家书,家信
家传,祖传
家养,野生
家喻户晓,众所周知
家境,家道
家声,门风
家属,家族
家属,家眷
家属,眷属
家常便饭,屡见不鲜
家常便饭,粗茶淡饭
家庭祸变,萧墙之祸
家徒四壁,一贫如洗
家徒四壁,贫无立锥
家徒壁立,四壁萧条
家徒壁立,室如悬磬
家景,家境
家畜,六畜
家畜,牲畜
家眷,家属
家破人亡,流离失所
家贫壁立,环堵萧然
家道,家境
容光焕发,精神抖擞
容易,轻易
容纳,包容
容许,允许
容貌,面貌
容隐,包庇
宽免,宽贷豁免
宽免,豁免
宽大,严惩
宽大,广大
宽宏大量,斤斤计较
宽宏大量,豁略大度
宽广,宽阔
宽广,广大
宽心,宽解
宽恕,饶恕
宽慰,快慰
宽敞,宽阔
宽泛,广泛
宽猛相济,德威并用
宽绰,宽阔
宽裕,余裕
宽裕,裕如
宽解,宽心
宽阔,宽广
宽阔,宽敞
宽阔,开阔
宾客盈庭,三千珠履
宾朋盈门,宾客盈门
宾朋盈门,宾朋迎门
宾朋盈门,高朋满座
宾朋迎门,宾朋盈门
宾至如归,门庭若市
宿世,前世
宿世,前生
宿债,旧债
宿儒,夙儒
宿将,老将
宿帐,旧帐
宿怨,夙怨
宿愿,夙愿
宿愿,心愿
宿敌,夙敌
宿病,旧病
寂寞,孤单
寂寥,寥寂
寂然,肃然
寂聊,枯寂
寂静,僻静
寂静,幽静
寂静,悄悄
寂静,悄然
寂静,悄然默默
寂静,沉寂
寂静,清静
寄与,寄予
寄义,含义
寄予,寄与
寄人篱下,仰人鼻息
寄人篱下,俯仰由人
寄存,存放
寄存,寄放
寄居,借居
寄居,旅居
寄意,寓意
寄托,依靠
寄托,寄予
寄放,存放
寄父,干爹
寄籍,原籍
寄身,托身
寄迹,托足
密切,亲切
密切,亲密
密切,亲昵
密切,亲近
密切,紧密亲密
密切追随,马首是瞻
密告,告密
密室,密屋
密密丛丛,密密层层
密密层层,密密丛丛
密密麻麻,密密层层
密屋,密室
密意,深情
密斯,女士
密斯,姑娘
密查,刺探
密码,暗码
密谋,谋害
富丽,丽都
富丽,华丽
富丽,绮丽
富丽,都丽
富丽,雄壮
富人,穷人
富余,充裕
富厚,丰富
富可敌国,金玉满堂
富商,巨贾
富商,殷商
富家,大族
富家,巨室
富强,强盛
富强,贫弱
富矿,贫矿
富翁,财主
富裕,充裕
富裕,富有
富裕,富足
富裕,敷裕
富贵,贫贱
富贵荣华,功名利禄
富足,优裕
富足,充裕
富足,充足
富足,饶富
富饶,丰饶
富饶,富裕
寒不择衣,慌不择路
寒不择衣,饥不择食
寒伧,寒碜
寒假,暑假
寒光,冷光
寒冬,穷冬
寒冬,隆冬
寒冷,严寒
寒冷,冰冷
寒天,冷天
寒害,冷害
寒家,敝宅
寒带,热带
寒微,微贱
寒战,寒噤
寒暄,应酬
寒暄,酬酢
寒气,冷气
寒流,暖流
寒碜,寒伧
寒舍,舍下
寒舍,舍间
寒色,暖色
寒衣,冬衣
寒门,豪门
寒门饮恨,牛衣对泣
寒颤,寒战
寒风,北风
寓居,居住
寓意,寄意
寓所,居所
寓目,观看
寝室,卧室
寝室,睡房
寝衣,睡衣
寝陋,貌寝
寝食不安,食不甘味
察看,观察
察觉,发觉
察言观色,鉴貌辨色
察访,查访
寡妇,孀妇
寡居,孀居
寡廉鲜耻,恬不知耻
寥寂,寂寞
寥寂,寂寥
寥寂,寂静落寞
寥寥可数,屈指可数
寥寥无几,寥寥可数
寥寥无几,寥若晨星
寥寥无几,百里挑一
寥若晨星,寥寥无几
寥落,零落
寰球,全球
寸心,寸衷
寸晷,寸阴
寸步难行,步履维艰
寸男尺女,一男半女
寸衷,寸心
寸阴,寸晷
对于,关于
对于,对
对付,凑合
对付,对于
对准,瞄准
对天长叹,长吁短叹
对头,仇人
对头,仇家
对峙,僵持
对峙,坚持
对峙,对立
对弈,棋战
对待,看待
对手,敌手
对抗,匹敌
对抗,反抗
对抗,对立
对折,半数
对换,对调
对比,对照
对比,比照
对比,比较
对消,抵消
对照,对比
对症下药,有的放矢
对立,对峙
对立,统一
对联,春联
对证,对质
对调,对换
对质,对证
寺库,当铺
寻常,平常
寻思,沉思
寻思,深思
寻思,覃思
寻找,寻觅
寻根究底,追本溯源
寻求,追求
寻花问柳,寻欢作乐
寻花问柳,拈花惹草
寻衅,挑衅
导引,扶引
导致,以致
导致,致使
寿终正寝,与世长辞
寿辰,诞辰
封爵,册封
封锁,封闭
封闭,关闭
封闭,封锁
射手,弓手
将信将疑,半信半疑
将功折罪,将功补过
将就,迁就
将心比心,设身处地
将来,未来
将近,快要
将遇良才,棋逢对手
将遇良才,棋逢敌手
将错就错,将功补过
尊严,庄严
尊姓,贵姓
尊崇,爱崇
尊师重道,程门立雪
尊敬,尊崇
尊敬,尊重
尊重,尊敬
尊长,父老
尊长,长辈
小事,大事
小人,君子
小人得志,瓦釜雷鸣
小人物,大人物
小儿百姓,赤子
小名,大名
小名,奶名
小器,大度
小坐,略坐
小大由之,可大可小
小姐,蜜斯
小孩儿,大人
小家庭,大家庭
小巧,玲珑
小巷,冷巷
小年,大年
小序,弁言
小引,短序
小心,当心
小心,谨慎
小心翼翼,不寒而栗
小心翼翼,战战兢兢
小我私家,个人
小户,大户
小房,斗室
小手小脚,计无所出
小扣,轻敲
小星,细姨
小气,吝啬
小看,小视
小童,幼童
小肚鸡肠,鼠肚鸡肠
小船,划子
小节,大节
小节,末节
小视,藐视
小路,巷子
小道,大道
小雨,细雨
小题大作,借题发挥
少不更事,年幼无知
少少,极少
少年老成,后生可畏
少年老成,少年事重
少憩,暂休
少数,多数
少有,稀有
少气无力,死气沉沉
少用,罕用
少见多怪,大惊小怪
少见多怪,见识浅短
少许,少量
少量,大批
少量,少许
尔后,此后
尔后,而后
尔虞我诈,离心离德
尔虞我诈,钩心斗角
尖兵,哨兵
尖兵,斥候
尖利,尖锐
尖酸刻薄,繁言吝啬
尖锐,尖利
尖锐,锋利
尘世,红尘
尘事,尘务
尘务,尘事
尘土,灰尘
尘寰,凡间
尚方宝剑,上方宝剑
尚无,还没有
尚有,另有
尚未,还没有
尝尝,试试
尝试,测验考试
尝鼎一脔,见微知着
尤为,尤其
尤其,特别
尤物,美人
就业,失业
就义,捐躯
就义,殉国
就义,牺牲
就事论事,避实就虚
就任,就职
就医,就诊
就可,便可
就可以,就能够
就地,当场
就地取材,因地制宜
就坐,就座
就好了,就行了
就寝,寝息
就寝,睡眠
就座,就坐
就治,就诊
就绪,停当
就能,就可以
就行了,就好了
就诊,救治
就逮,落网
尴尬,为难
尴尬刁难,作对
尸位素餐,持禄
尸体,尸身
尸体,尸首
尸居余气,老朽无能
尸解,登仙
尸谏,死谏
尸骨,尸骸
尸骨,骸骨
尸骨早寒,墓木已拱
尸骸,尸骨
尺幅千里,掌上河山
尺度,标准
尺牍,函牍
尽人皆知,众所周知
尽力,全力
尽力,努力
尽力,极力
尽可能,尽量
尽善尽美,精美绝伦
尽头,止境
尽头,终点
尽头,绝顶
尽如人意,尽善尽美
尽心尽力,不遗余力
尽忠,效忠
尽情,纵情
尽情宣露,和盘托出
尽收眼底,一览无余
尽管,虽然
尽职,失职
尽量,尽可能
尾声,序幕
尾月,腊月
局促,狭窄
局促,狭隘
局促,窄小
局促一隅,僻处一方
局促不安,忐忑不安
局内人,个中人
局内人,此中人
局势,事势
局势,事势时事
局势,事态
局势,场面地步
局势,大势
局势,局面
局势,形势
局势,时势
局部,部分
局面,场合排场
局面,场面
局面,局势
屁滚尿流,一败涂地
屁滚尿流,一蹶不振
屁滚尿流,片甲不留
屁滚尿流,落花流水
层出不穷,层见叠出
层峦叠嶂,一马平川
层次,条理
居住,寓居
居住,栖身
居多,占多数
居安思危,安不忘危
居安思危,高枕无忧
居心,存心
居心,用心
居心不良,居心叵测
居心叵测,别有用心
居然,竟然
居高临下,高高在上
屈从,屈服
屈从,服从
屈打成招,私刑逼供
屈指可数,寥寥可数
屈曲,愚昧
屈服,屈从
屈服,屈就
屈辱,辱没
屈驾,劳驾
屋子,房子
屋宇,房屋
屏弃,摈弃
屏气凝神,收视返听
屏绝,圮绝
屏蔽,屏障
屏障,樊篱
展开,睁开
展望,瞻望
展现,展示
展现,揭示
展现,显现
展示,展现
展览会,博览会
展览场,陈列所
展转,辗转
属实,失实
屠戮,屠杀
屠戮,杀戮
屠杀,屠戮
屠杀,搏斗
屠杀,残杀
屠烧,焚杀
屠狗之辈,市井之徒
屡战屡败,百战百胜
屡次,多次
屡见不鲜,不足为奇
屡见不鲜,习以为常
屡见不鲜,司空见惯
屡见不鲜,家常便饭
屡见不鲜,层出不穷
履历,经历
履历,经验
履行,实行
履言,践言
屯子,农村
山人,隐士
山公,猴子
山君,老虎
山寨,盗窟
山峰,山岳
山巅,山颠
山川,山水
山查,山楂
山楂,山查
山水,山川
山河,江山
山洞,岩穴
山盟海誓,信誓旦旦
山盟海誓,金石之盟
山穷水尽,日暮途穷
山穷水尽,穷途末路
山门,庙门
山颠,山巅
山高水长,天长地久
屹然,耸然
屹立,挺立
屹立,矗立
屹立,耸峙
岁入,岁收
岁收,岁入
岁月如梭,光阴似箭
岂但,不但
岂论,不论
岂非,难道
岌岌可危,一发千钧
岌岌可危,千钧一发
岌岌可危,危如累卵
岌岌可危,奄奄一息
岌岌可危,急不可待
岌岌可危,朝不保夕
岌岌可危,朝不虑夕
岌岌可危,气息奄奄
岌岌可危,间不容发
岌岌可危,风雨飘摇
岑寂,冷静
岑岭,高峰
岔路,岔道
岔道,岔路
岗亭,岗位
岗位,岗亭
岩穴,山洞
岿然不动,纹丝不动
峨嵋山,峨眉山
峨眉山,峨嵋山
峻峭,陡峭
峻峭,高峻陡峭
峻拒,坚辞
崇奉,信奉
崇拜,崇敬
崇敬,崇拜
崇敬,敬重
崇高,高尚
崎岖,坎坷
崎岖,曲折
崎岖,高低
崎岖,高卑
崎岖潦倒,落魄
崛起,突起
崩溃,溃散
崩溃,溃逃
崩溃,瓦解
崩溃,解体
崭新,极新
崭新,簇新
崭露锋芒,崭露头角
崭露锋芒,显露头角
巍峨,高耸
川流不息,络绎不绝
州官放火,明知故犯
州里,乡镇
巡回剧团,旅行剧团
巡察,梭巡
巡查,巡视
巡查,放哨
巡视,巡查
巡逻,巡查
巢木居野,穴居野处
巢毁卵破,唇亡齿寒
工作,任务
工具,东西
工具,对象
工厂,工场
工场,工厂
工夫,功夫
工夫,时间
工头,领班
工笔,写意
工细,工巧
工致,工整
左侧,左边
左券,契约
左券在握,胜券在握
左右,摆布
左右,阁下
左右夹攻,钳形进攻
左右开弓,双管齐下
左思右想,冥思苦想
左支右绌,捉襟见肘
左支右绌,顾此失彼
左派,右派
左翼,右翼
左袒,偏袒
左证,佐证
左边,右边
左边,左侧
左近,附近
左顾右盼,目不转睛
左顾右盼,瞻前顾后
左首,右首
巧取豪夺,敲诈勒索
巧合,偶合
巧夺天工,鬼斧神工
巧妙,奇妙
巧舌,巧言
巧言,巧舌
巧言,巧语
巧计,妙策
巨人,伟人
巨匠,大师
巨变,剧变
巨大,伟大
巨大,宏大
巨大,庞大
巨头,巨子
巨子,巨擘
巨擘,巨头
巨猾,大奸
巨细,大小
巨贾,富商
巨额,巨大数额
巩固,稳固
差别,不同
差别,差异
差劲,低劣
差异,差别
差池,差迟
差迟,差池
差遣,派遣
差错,过失
差错,错误
己饥己溺,爱人如己
已往,过去
已是,已经是
已经,已
已经,曾经
巴不得,恨不得
巴望,盼望
巴结,凑趣
巴结,趋承
巷子,小路
市井,街市
市井,街市商人
市井,贩子
市侩,奸商
市区,郊区
市肆,商店
市肆,市廛
市道市情,市面
市集,阛阓
市面,市情
市面,市道
市面,市道市情
布匹,布疋
布告,书记
布告,公告
布局,结构
布局,规划
布掸子,拂尘
布疋,布匹
布置,安排
布置,安插
布置,安置
布置,安顿
布衣,平民
布衣交,贫贱交
布衣粝食,布衣蔬食
布衣蔬食,布衣粝食
布道,传教
布防,设防
布鼓雷门,班门弄斧
帆柱,帆樯
帆柱,帆竿
帆樯,帆柱
帆樯,桅竿
帆海,航海
帆船,风帆
师傅,徒弟
师出无名,兵出无名
希世,稀世
希图,企图
希奇,希罕
希少,稀少
希有,稀有
希望,但愿
希望,愿望
希望,进展
希求,企求
希罕,希奇
希罕,稀疏
帐本,账本
帖服,服帖
带同,携同
带孝,戴孝
带路,领路
带领,率领
席卷,囊括
帮凶,爪牙
帮助,匡助
帮助,协助
帮助,帮忙
帮助,扶助
帮助,接济
帮助,赞助
帮助,辅助
帮忙,协助
帮忙,帮助
帮忙,帮手
帮手,副手
帮手,辅佐
常备不懈,临阵磨枪
常备不懈,枕戈待旦
常常,经常
常年,终年
常用,经常使用
常见,罕见
常见疾病,常见病
常见病,常见疾病
常规,惯例
常识,知识
幅员,版图
幡然,翻然
干净,洁净
干净,清洁
干劲,劲头
干卿底事,与你何关
干吗,干嘛
干嘛,干吗
干娘,乳母
干才,庸才
干扰,搅扰
干枯,干涸
干枯,枯槁
干流,支流
干涉,干与
干涉,干预
干涉,过问
干涸,干枯
干燥,枯燥
干犯,冒犯
干瘦,干瘪
干瘪,困苦
干瘪,干瘦
干瘪,憔悴
干瘪,枯瘠
干系,关系
干系,关连
干系,相干
干线,支线
干练,精悍
干练,老练
